case_id,description
6862,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
5042,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
6751,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T03 Adjust confirmation of receipt - complete
7016,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T08 Draft and send request for advice - complete → T09-4 Process or receive external advice from party 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
3926,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4941,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
3961,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
7612,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
4667,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
10263,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T05 Print and send confirmation of receipt - complete
8656,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete
3756,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4537,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T16 Report reasons to hold request - complete → T17 Check report Y to stop indication - complete → T19 Determine report Y to stop indication - complete → T20 Print report Y to stop indication - complete
4553,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5585,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T02 Check confirmation of receipt - complete → T07-2 Draft intern advice aspect 2 - complete
7305,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T14 Determine document X request unlicensed - complete → T15 Print document X request unlicensed - complete
5462,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T11 Create document X request unlicensed - complete
7953,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete
8989,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
4188,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-4 Process or receive external advice from party 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4175,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
8323,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T07-1 Draft intern advice aspect 1 - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
5046,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-2 Draft intern advice aspect 2 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T05 Print and send confirmation of receipt - complete
3877,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T08 Draft and send request for advice - complete → T07-5 Draft intern advice aspect 5 - complete → T09-4 Process or receive external advice from party 4 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
8061,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T08 Draft and send request for advice - complete → T09-3 Process or receive external advice from party 3 - complete → T09-1 Process or receive external advice from party 1 - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T07-5 Draft intern advice aspect 5 - complete → T09-2 Process or receive external advice from party 2 - complete → T09-4 Process or receive external advice from party 4 - complete → T07-2 Draft intern advice aspect 2 - complete → T07-1 Draft intern advice aspect 1 - complete → T07-4 Draft internal advice to hold for type 4 - complete → T06 Determine necessity of stop advice - complete → T06 Determine necessity of stop advice - complete → T06 Determine necessity of stop advice - complete
4539,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T08 Draft and send request for advice - complete → T09-1 Process or receive external advice from party 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
4111,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T10 Determine necessity to stop indication - complete
10073,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-1 Draft intern advice aspect 1 - complete → T08 Draft and send request for advice - complete → T09-1 Process or receive external advice from party 1 - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
3988,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete → T12 Check document X request unlicensed - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T13 Adjust document X request unlicensed - complete
10089,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T11 Create document X request unlicensed - complete
5457,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete
8318,Confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T04 Determine confirmation of receipt - complete → T03 Adjust confirmation of receipt - complete → T02 Check confirmation of receipt - complete → T10 Determine necessity to stop indication - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete
3984,Confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T07-5 Draft intern advice aspect 5 - complete → T07-1 Draft intern advice aspect 1 - complete → T08 Draft and send request for advice - complete → T09-1 Process or receive external advice from party 1 - complete → T07-3 Draft intern advice hold for aspect 3 - complete → T07-4 Draft internal advice to hold for type 4 - complete → T07-2 Draft intern advice aspect 2 - complete → T02 Check confirmation of receipt - complete → T04 Determine confirmation of receipt - complete → T05 Print and send confirmation of receipt - complete → T06 Determine necessity of stop advice - complete → T10 Determine necessity to stop indication - complete
