group,instance,resource,activity,timestamp,responsible,department,case,channel
EMPTY,task-41844,Resource13,T02 Check confirmation of receipt,2011/10/5 18:26:55,Resource13,General,9778,Internet
EMPTY,task-41846,Resource13,T04 Determine confirmation of receipt,2011/10/5 18:27:50,Resource13,General,9778,Internet
EMPTY,task-41847,Resource13,T05 Print and send confirmation of receipt,2011/10/5 18:28:23,Resource13,General,9778,Internet
Group 1,task-41845,Resource13,T06 Determine necessity of stop advice,2011/10/5 18:28:44,Resource13,General,9778,Internet
Group 1,task-41848,Resource13,T10 Determine necessity to stop indication,2011/10/5 18:29:16,Resource13,General,9778,Internet
EMPTY,task-2528,Resource07,Confirmation of receipt,2010/12/6 10:43:40,Resource07,General,4603,Internet
Group 4,task-2931,Resource07,T02 Check confirmation of receipt,2010/12/6 10:43:58,Resource07,General,4603,Internet
Group 3,task-2933,Resource07,T04 Determine confirmation of receipt,2010/12/6 10:44:11,Resource07,General,4603,Internet
Group 1,task-2932,Resource07,T06 Determine necessity of stop advice,2010/12/6 10:44:36,Resource07,General,4603,Internet
Group 1,task-2935,Resource07,T10 Determine necessity to stop indication,2010/12/6 10:44:57,Resource07,General,4603,Internet
Group 2,task-2934,admin1,T05 Print and send confirmation of receipt,2010/12/6 14:05:47,Resource07,General,4603,Internet
EMPTY,task-6605,Resource07,Confirmation of receipt,2011/1/6 9:37:40,Resource07,General,5101,Internet
EMPTY,task-6969,Resource01,T02 Check confirmation of receipt,2011/1/6 10:59:26,Resource07,General,5101,Internet
Group 1,task-6970,Resource01,T06 Determine necessity of stop advice,2011/1/6 11:00:30,Resource07,General,5101,Internet
Group 1,task-7032,Resource01,T10 Determine necessity to stop indication,2011/1/6 11:25:00,Resource07,General,5101,Internet
EMPTY,task-7031,Resource19,T04 Determine confirmation of receipt,2011/1/7 10:21:38,Resource07,General,5101,Internet
EMPTY,task-7218,Resource07,T05 Print and send confirmation of receipt,2011/1/7 13:55:42,Resource07,General,5101,Internet
EMPTY,task-45831,Resource06,Confirmation of receipt,2011/11/14 12:52:09,Resource06,General,10339,Internet
Group 4,task-46542,Resource06,T02 Check confirmation of receipt,2011/11/14 12:55:14,Resource06,General,10339,Internet
Group 3,task-46549,Resource06,T04 Determine confirmation of receipt,2011/11/14 12:55:44,Resource06,General,10339,Internet
Group 2,task-46550,Resource06,T05 Print and send confirmation of receipt,2011/11/14 12:56:07,Resource06,General,10339,Internet
Group 1,task-46543,Resource06,T06 Determine necessity of stop advice,2011/11/14 12:57:04,Resource06,General,10339,Internet
Group 1,task-46554,Resource06,T10 Determine necessity to stop indication,2011/11/14 12:57:28,Resource06,General,10339,Internet
Group 1,task-32345,Resource27,Confirmation of receipt,2011/7/18 12:20:30,Resource06,General,8653,Internet
EMPTY,task-32346,Resource06,T02 Check confirmation of receipt,2011/8/31 10:46:08,Resource06,General,8653,Internet
Group 3,task-37661,Resource06,T04 Determine confirmation of receipt,2011/8/31 10:46:24,Resource06,General,8653,Internet
Group 2,task-37662,Resource06,T05 Print and send confirmation of receipt,2011/8/31 10:46:40,Resource06,General,8653,Internet
Group 1,task-32347,Resource06,T06 Determine necessity of stop advice,2011/8/31 10:46:55,Resource06,General,8653,Internet
Group 1,task-37663,Resource06,T10 Determine necessity to stop indication,2011/8/31 10:47:16,Resource06,General,8653,Internet
EMPTY,task-48247,Resource21,Confirmation of receipt,2012/1/20 12:02:42,Resource14,General,10621,Internet
Group 4,task-53320,Resource21,T02 Check confirmation of receipt,2012/1/20 12:03:22,Resource14,General,10621,Internet
Group 3,task-53322,Resource21,T04 Determine confirmation of receipt,2012/1/20 12:04:42,Resource14,General,10621,Internet
Group 2,task-53323,Resource21,T05 Print and send confirmation of receipt,2012/1/20 12:05:15,Resource14,General,10621,Internet
Group 1,task-53321,Resource21,T06 Determine necessity of stop advice,2012/1/20 12:05:48,Resource14,General,10621,Internet
Group 1,task-53324,Resource21,T10 Determine necessity to stop indication,2012/1/20 12:06:25,Resource14,General,10621,Internet
EMPTY,task-17514,Resource11,Confirmation of receipt,2011/3/28 12:13:54,Resource11,General,6645,Post
Group 1,task-18071,Resource11,T06 Determine necessity of stop advice,2011/3/28 12:14:39,Resource11,General,6645,Post
Group 1,task-18072,Resource11,T10 Determine necessity to stop indication,2011/3/28 12:15:05,Resource11,General,6645,Post
EMPTY,task-18070,Resource19,T02 Check confirmation of receipt,2011/3/31 6:37:27,Resource11,General,6645,Post
Group 3,task-18559,Resource10,T04 Determine confirmation of receipt,2011/3/31 13:20:45,Resource11,General,6645,Post
Group 2,task-18716,admin1,T05 Print and send confirmation of receipt,2011/4/6 12:06:52,Resource11,General,6645,Post
EMPTY,task-39584,Resource03,Confirmation of receipt,2011/9/26 8:15:10,Resource11,General,9652,Internet
Group 4,task-40304,Resource03,T02 Check confirmation of receipt,2011/9/26 8:16:45,Resource11,General,9652,Internet
Group 3,task-40306,Resource03,T04 Determine confirmation of receipt,2011/9/26 8:17:04,Resource11,General,9652,Internet
Group 2,task-40307,Resource03,T05 Print and send confirmation of receipt,2011/9/26 8:17:18,Resource11,General,9652,Internet
EMPTY,task-40305,Resource03,T06 Determine necessity of stop advice,2011/9/26 8:37:09,Resource11,General,9652,Internet
Group 1,task-40313,Resource03,T10 Determine necessity to stop indication,2011/9/26 8:37:33,Resource11,General,9652,Internet
Group 1,task-43664,admin2,Confirmation of receipt,2011/10/18 11:34:39,admin3,Customer contact,10062,Internet
Group 1,task-25103,Resource02,Confirmation of receipt,2011/5/23 13:38:03,Resource02,General,7525,Internet
Group 4,task-26111,Resource02,T02 Check confirmation of receipt,2011/6/1 5:54:18,Resource02,General,7525,Internet
Group 3,task-27392,Resource02,T04 Determine confirmation of receipt,2011/6/1 5:54:30,Resource02,General,7525,Internet
Group 2,task-27393,Resource02,T05 Print and send confirmation of receipt,2011/6/1 5:54:42,Resource02,General,7525,Internet
Group 1,task-26112,Resource02,T06 Determine necessity of stop advice,2011/6/1 7:43:47,Resource02,General,7525,Internet
Group 1,task-27450,Resource02,T10 Determine necessity to stop indication,2011/6/1 10:52:48,Resource02,General,7525,Internet
EMPTY,task-18029,Resource04,Confirmation of receipt,2011/5/3 9:12:21,Resource04,General,6715,Internet
Group 4,task-23402,Resource04,T02 Check confirmation of receipt,2011/5/3 9:12:38,Resource04,General,6715,Internet
Group 3,task-23404,Resource04,T04 Determine confirmation of receipt,2011/5/3 9:12:48,Resource04,General,6715,Internet
Group 2,task-23405,Resource04,T05 Print and send confirmation of receipt,2011/5/3 9:12:58,Resource04,General,6715,Internet
Group 1,task-23403,Resource04,T06 Determine necessity of stop advice,2011/5/3 9:13:07,Resource04,General,6715,Internet
Group 1,task-23406,Resource04,T10 Determine necessity to stop indication,2011/5/3 9:13:22,Resource04,General,6715,Internet
Group 1,task-1599,Resource15,Confirmation of receipt,2010/11/23 11:36:04,Resource15,General,4411,Internet
Group 1,task-1887,Resource15,T06 Determine necessity of stop advice,2010/11/24 10:41:41,Resource15,General,4411,Internet
Group 1,task-1976,Resource15,T10 Determine necessity to stop indication,2010/11/24 10:42:12,Resource15,General,4411,Internet
EMPTY,task-1886,Resource24,T02 Check confirmation of receipt,2010/11/26 7:58:37,Resource15,General,4411,Internet
Group 3,task-2105,Resource15,T04 Determine confirmation of receipt,2010/11/30 7:55:50,Resource15,General,4411,Internet
Group 2,task-2319,admin1,T05 Print and send confirmation of receipt,2010/12/6 14:17:14,Resource15,General,4411,Internet
EMPTY,task-40383,Resource16,Confirmation of receipt,2011/10/4 6:43:36,Resource11,General,9754,Internet
Group 4,task-41331,Resource16,T02 Check confirmation of receipt,2011/10/4 6:44:28,Resource11,General,9754,Internet
Group 3,task-41333,Resource16,T04 Determine confirmation of receipt,2011/10/4 6:44:55,Resource11,General,9754,Internet
Group 2,task-41334,Resource16,T05 Print and send confirmation of receipt,2011/10/4 6:45:20,Resource11,General,9754,Internet
Group 1,task-41332,Resource16,T06 Determine necessity of stop advice,2011/10/4 6:46:21,Resource11,General,9754,Internet
Group 1,task-41335,Resource16,T10 Determine necessity to stop indication,2011/10/4 6:46:57,Resource11,General,9754,Internet
EMPTY,task-22644,Resource05,Confirmation of receipt,2011/5/10 13:39:32,Resource05,General,7256,Internet
Group 4,task-24300,Resource05,T02 Check confirmation of receipt,2011/5/10 13:39:49,Resource05,General,7256,Internet
Group 3,task-24302,Resource05,T04 Determine confirmation of receipt,2011/5/10 13:40:05,Resource05,General,7256,Internet
Group 1,task-24301,Resource05,T06 Determine necessity of stop advice,2011/5/10 13:40:45,Resource05,General,7256,Internet
Group 1,task-24304,Resource05,T10 Determine necessity to stop indication,2011/5/10 13:41:01,Resource05,General,7256,Internet
Group 2,task-24303,admin1,T05 Print and send confirmation of receipt,2011/5/11 10:36:52,Resource05,General,7256,Internet
EMPTY,task-8686,Resource12,Confirmation of receipt,2011/3/1 12:43:52,Resource12,General,5355,Internet
EMPTY,task-14729,Resource12,T02 Check confirmation of receipt,2011/3/2 7:27:07,Resource12,General,5355,Internet
Group 1,task-14730,Resource12,T06 Determine necessity of stop advice,2011/3/2 7:33:02,Resource12,General,5355,Internet
Group 1,task-14842,Resource12,T10 Determine necessity to stop indication,2011/3/2 7:33:39,Resource12,General,5355,Internet
Group 3,task-14828,Resource10,T04 Determine confirmation of receipt,2011/3/2 8:00:14,Resource12,General,5355,Internet
Group 2,task-14859,admin1,T05 Print and send confirmation of receipt,2011/3/2 13:26:03,Resource12,General,5355,Internet
Group 1,task-36451,Resource21,Confirmation of receipt,2011/8/17 8:24:12,Resource06,General,9075,Internet
Group 4,task-36599,Resource21,T02 Check confirmation of receipt,2011/8/17 8:24:55,Resource06,General,9075,Internet
Group 3,task-36601,Resource21,T04 Determine confirmation of receipt,2011/8/17 8:26:56,Resource06,General,9075,Internet
Group 2,task-36602,Resource21,T05 Print and send confirmation of receipt,2011/8/17 8:27:45,Resource06,General,9075,Internet
Group 1,task-36600,Resource21,T06 Determine necessity of stop advice,2011/8/17 8:29:21,Resource06,General,9075,Internet
Group 1,task-36603,Resource21,T10 Determine necessity to stop indication,2011/8/17 8:31:14,Resource06,General,9075,Internet
EMPTY,task-21464,Resource05,Confirmation of receipt,2011/5/2 9:54:05,admin1,General,7119,Internet
Group 4,task-23025,Resource05,T02 Check confirmation of receipt,2011/5/2 9:54:22,admin1,General,7119,Internet
Group 3,task-23027,Resource05,T04 Determine confirmation of receipt,2011/5/2 9:54:35,admin1,General,7119,Internet
Group 2,task-23028,Resource05,T05 Print and send confirmation of receipt,2011/5/2 9:54:48,admin1,General,7119,Internet
Group 1,task-23026,Resource05,T06 Determine necessity of stop advice,2011/5/2 9:56:33,admin1,General,7119,Internet
Group 1,task-23029,Resource05,T10 Determine necessity to stop indication,2011/5/2 9:56:49,admin1,General,7119,Internet
EMPTY,task-33483,Resource01,Confirmation of receipt,2011/8/11 8:37:20,Resource01,General,8798,Internet
Group 4,task-36266,Resource01,T02 Check confirmation of receipt,2011/8/11 8:38:04,Resource01,General,8798,Internet
EMPTY,task-36268,Resource19,T04 Determine confirmation of receipt,2011/8/19 12:03:49,Resource01,General,8798,Internet
Group 2,task-36853,Resource01,T05 Print and send confirmation of receipt,2011/8/19 12:11:12,Resource01,General,8798,Internet
Group 1,task-36267,admin2,T06 Determine necessity of stop advice,2011/8/19 12:11:50,Resource01,General,8798,Internet
EMPTY,task-36893,Resource06,Confirmation of receipt,2011/10/4 9:44:40,Resource06,General,9165,Internet
Group 4,task-41512,Resource06,T02 Check confirmation of receipt,2011/10/4 9:45:09,Resource06,General,9165,Internet
Group 3,task-41514,Resource06,T04 Determine confirmation of receipt,2011/10/4 9:45:28,Resource06,General,9165,Internet
Group 2,task-41515,Resource06,T05 Print and send confirmation of receipt,2011/10/4 9:46:03,Resource06,General,9165,Internet
Group 1,task-41513,Resource06,T06 Determine necessity of stop advice,2011/10/4 9:46:28,Resource06,General,9165,Internet
Group 1,task-41516,Resource06,T10 Determine necessity to stop indication,2011/10/4 9:46:48,Resource06,General,9165,Internet
Group 1,task-27755,Resource01,Confirmation of receipt,2011/6/28 11:01:39,Resource11,General,7915,Internet
Group 4,task-30126,Resource01,T02 Check confirmation of receipt,2011/6/28 11:02:23,Resource11,General,7915,Internet
Group 3,task-30129,Resource01,T04 Determine confirmation of receipt,2011/6/28 11:02:44,Resource11,General,7915,Internet
Group 2,task-30131,Resource01,T05 Print and send confirmation of receipt,2011/6/28 11:04:22,Resource11,General,7915,Internet
Group 1,task-30127,Resource01,T06 Determine necessity of stop advice,2011/6/28 11:05:05,Resource11,General,7915,Internet
Group 1,task-30136,Resource01,T10 Determine necessity to stop indication,2011/6/28 11:06:30,Resource11,General,7915,Internet
EMPTY,task-10852,Resource05,Confirmation of receipt,2011/2/23 9:33:50,Resource05,General,5748,Desk
Group 4,task-13800,Resource05,T02 Check confirmation of receipt,2011/2/23 9:34:10,Resource05,General,5748,Desk
Group 3,task-13803,Resource05,T04 Determine confirmation of receipt,2011/2/23 9:34:41,Resource05,General,5748,Desk
Group 1,task-13801,Resource05,T06 Determine necessity of stop advice,2011/2/23 9:37:17,Resource05,General,5748,Desk
Group 13,task-13811,Resource05,T07-1 Draft intern advice aspect 1,2011/2/23 9:37:59,Resource05,General,5748,Desk
Group 1,task-13814,Resource05,T06 Determine necessity of stop advice,2011/2/23 9:38:16,Resource05,General,5748,Desk
Group 13,task-13815,Resource05,T07-1 Draft intern advice aspect 1,2011/2/23 9:39:06,Resource05,General,5748,Desk
Group 1,task-13816,Resource05,T06 Determine necessity of stop advice,2011/2/23 9:39:21,Resource05,General,5748,Desk
Group 1,task-13817,Resource05,T10 Determine necessity to stop indication,2011/2/23 9:39:42,Resource05,General,5748,Desk
Group 2,task-13805,admin1,T05 Print and send confirmation of receipt,2011/2/24 11:06:00,Resource05,General,5748,Desk
EMPTY,task-29671,Resource05,Confirmation of receipt,2011/7/4 11:52:06,Resource05,General,8232,Internet
Group 1,task-30789,Resource05,T06 Determine necessity of stop advice,2011/7/4 12:06:54,Resource05,General,8232,Internet
Group 1,task-30801,Resource05,T10 Determine necessity to stop indication,2011/7/4 12:11:22,Resource05,General,8232,Internet
Group 4,task-30788,Resource05,T02 Check confirmation of receipt,2011/7/4 12:12:15,Resource05,General,8232,Internet
Group 3,task-30807,Resource05,T04 Determine confirmation of receipt,2011/7/4 12:13:17,Resource05,General,8232,Internet
Group 2,task-30808,Resource05,T05 Print and send confirmation of receipt,2011/7/4 12:13:46,Resource05,General,8232,Internet
EMPTY,task-5552,Resource02,Confirmation of receipt,2011/1/19 16:08:59,Resource02,General,4944,Internet
EMPTY,task-9028,Resource02,T02 Check confirmation of receipt,2011/1/19 16:09:56,Resource02,General,4944,Internet
Group 1,task-9029,Resource02,T06 Determine necessity of stop advice,2011/1/20 6:51:24,Resource02,General,4944,Internet
Group 1,task-9034,Resource02,T10 Determine necessity to stop indication,2011/1/20 7:38:20,Resource02,General,4944,Internet
Group 3,task-9030,Resource10,T04 Determine confirmation of receipt,2011/1/21 8:24:25,Resource02,General,4944,Internet
Group 2,task-9193,admin1,T05 Print and send confirmation of receipt,2011/1/24 11:20:40,Resource02,General,4944,Internet
EMPTY,task-37043,Resource11,Confirmation of receipt,2011/8/31 11:23:07,Resource01,General,9203,Internet
Group 4,task-37679,Resource11,T02 Check confirmation of receipt,2011/8/31 11:23:32,Resource01,General,9203,Internet
Group 1,task-37681,Resource11,T03 Adjust confirmation of receipt,2011/8/31 11:23:55,Resource01,General,9203,Internet
Group 4,task-37682,Resource11,T02 Check confirmation of receipt,2011/8/31 11:24:27,Resource01,General,9203,Internet
Group 1,task-37683,Resource11,T03 Adjust confirmation of receipt,2011/8/31 11:26:27,Resource01,General,9203,Internet
Group 4,task-37685,Resource11,T02 Check confirmation of receipt,2011/8/31 11:26:57,Resource01,General,9203,Internet
Group 3,task-37686,Resource11,T04 Determine confirmation of receipt,2011/8/31 11:27:21,Resource01,General,9203,Internet
Group 2,task-37687,Resource11,T05 Print and send confirmation of receipt,2011/8/31 11:27:39,Resource01,General,9203,Internet
Group 1,task-37680,Resource11,T06 Determine necessity of stop advice,2011/8/31 11:28:27,Resource01,General,9203,Internet
Group 1,task-37688,Resource11,T10 Determine necessity to stop indication,2011/8/31 11:29:58,Resource01,General,9203,Internet
EMPTY,task-20664,Resource08,Confirmation of receipt,2011/4/19 13:59:00,Resource08,General,7014,Internet
EMPTY,task-21204,Resource08,T02 Check confirmation of receipt,2011/4/19 13:59:42,Resource08,General,7014,Internet
EMPTY,task-21207,Resource08,T04 Determine confirmation of receipt,2011/4/19 14:00:50,Resource08,General,7014,Internet
EMPTY,task-21212,Resource08,T05 Print and send confirmation of receipt,2011/4/19 14:01:31,Resource08,General,7014,Internet
Group 1,task-21205,Resource08,T06 Determine necessity of stop advice,2011/4/19 14:03:31,Resource08,General,7014,Internet
Group 1,task-21215,Resource08,T10 Determine necessity to stop indication,2011/4/19 14:04:01,Resource08,General,7014,Internet
Group 1,task-33310,admin2,Confirmation of receipt,2011/7/25 12:19:16,admin3,Customer contact,8783,Internet
Group 1,task-4675,Resource10,Confirmation of receipt,2010/12/17 9:23:25,Resource07,General,4811,Desk
Group 4,task-4800,Resource10,T02 Check confirmation of receipt,2010/12/17 9:36:31,Resource07,General,4811,Desk
Group 3,task-4841,Resource10,T04 Determine confirmation of receipt,2010/12/17 9:41:39,Resource07,General,4811,Desk
EMPTY,task-4801,Resource07,T06 Determine necessity of stop advice,2010/12/24 15:07:06,Resource07,General,4811,Desk
Group 1,task-5778,Resource07,T10 Determine necessity to stop indication,2010/12/24 15:09:05,Resource07,General,4811,Desk
Group 2,task-4852,Resource07,T05 Print and send confirmation of receipt,2010/12/30 12:35:39,Resource07,General,4811,Desk
EMPTY,task-9574,Resource11,Confirmation of receipt,2011/1/26 9:05:01,Resource11,General,5503,Intern
Group 1,task-9611,Resource11,T06 Determine necessity of stop advice,2011/1/26 9:05:51,Resource11,General,5503,Intern
Group 1,task-9612,Resource11,T10 Determine necessity to stop indication,2011/1/26 9:06:20,Resource11,General,5503,Intern
EMPTY,task-9610,Resource19,T02 Check confirmation of receipt,2011/1/26 12:17:26,Resource11,General,5503,Intern
Group 3,task-9668,Resource19,T04 Determine confirmation of receipt,2011/1/26 12:18:42,Resource11,General,5503,Intern
Group 2,task-9669,Resource07,T05 Print and send confirmation of receipt,2011/1/27 8:20:36,Resource11,General,5503,Intern
EMPTY,task-16036,Resource13,Confirmation of receipt,2011/3/15 11:26:47,Resource13,General,6438,Internet
EMPTY,task-16160,Resource13,T02 Check confirmation of receipt,2011/3/15 11:31:01,Resource13,General,6438,Internet
Group 1,task-16161,Resource13,T06 Determine necessity of stop advice,2011/3/15 11:42:30,Resource13,General,6438,Internet
Group 1,task-16169,Resource13,T07-5 Draft intern advice aspect 5,2011/3/15 11:45:30,Resource13,General,6438,Internet
Group 1,task-16170,Resource13,T06 Determine necessity of stop advice,2011/3/15 11:45:49,Resource13,General,6438,Internet
Group 1,task-16171,Resource13,T10 Determine necessity to stop indication,2011/3/15 11:46:09,Resource13,General,6438,Internet
Group 3,task-16167,Resource10,T04 Determine confirmation of receipt,2011/3/15 12:00:47,Resource13,General,6438,Internet
Group 2,task-16181,admin1,T05 Print and send confirmation of receipt,2011/3/15 13:35:28,Resource13,General,6438,Internet
EMPTY,task-2670,Resource07,Confirmation of receipt,2010/12/7 8:49:36,Resource07,General,4632,Internet
Group 1,task-3060,Resource07,T06 Determine necessity of stop advice,2010/12/7 8:50:58,Resource07,General,4632,Internet
Group 1,task-3061,Resource07,T10 Determine necessity to stop indication,2010/12/7 8:52:00,Resource07,General,4632,Internet
EMPTY,task-3059,Resource19,T02 Check confirmation of receipt,2010/12/7 13:31:47,Resource07,General,4632,Internet
Group 3,task-3123,Resource10,T04 Determine confirmation of receipt,2010/12/7 15:24:15,Resource07,General,4632,Internet
Group 2,task-3164,admin1,T05 Print and send confirmation of receipt,2010/12/8 8:37:16,Resource07,General,4632,Internet
EMPTY,task-783,Resource11,Confirmation of receipt,2010/12/2 7:00:12,Resource11,General,4186,Internet
Group 1,task-2560,Resource11,T06 Determine necessity of stop advice,2010/12/2 7:02:51,Resource11,General,4186,Internet
Group 1,task-2561,Resource11,T10 Determine necessity to stop indication,2010/12/2 7:03:20,Resource11,General,4186,Internet
EMPTY,task-2559,Resource19,T02 Check confirmation of receipt,2010/12/7 7:37:16,Resource11,General,4186,Internet
Group 3,task-3028,Resource10,T04 Determine confirmation of receipt,2010/12/7 7:53:52,Resource11,General,4186,Internet
Group 2,task-3048,admin1,T05 Print and send confirmation of receipt,2010/12/7 8:09:19,Resource11,General,4186,Internet
EMPTY,task-17842,Resource09,Confirmation of receipt,2011/7/11 10:24:17,Resource09,General,6671,Post
Group 4,task-31579,Resource09,T02 Check confirmation of receipt,2011/7/11 10:24:43,Resource09,General,6671,Post
Group 3,task-31581,Resource09,T04 Determine confirmation of receipt,2011/7/11 10:25:10,Resource09,General,6671,Post
Group 2,task-31582,Resource09,T05 Print and send confirmation of receipt,2011/7/11 10:25:32,Resource09,General,6671,Post
Group 1,task-31580,Resource09,T06 Determine necessity of stop advice,2011/7/11 10:25:57,Resource09,General,6671,Post
Group 1,task-31583,Resource09,T10 Determine necessity to stop indication,2011/7/11 10:26:30,Resource09,General,6671,Post
EMPTY,task-20943,Resource07,Confirmation of receipt,2011/5/2 7:22:39,Resource11,General,7080,Internet
Group 4,task-22908,Resource07,T02 Check confirmation of receipt,2011/5/2 7:23:01,Resource11,General,7080,Internet
Group 3,task-22910,Resource07,T04 Determine confirmation of receipt,2011/5/2 7:23:19,Resource11,General,7080,Internet
Group 2,task-22911,Resource07,T05 Print and send confirmation of receipt,2011/5/2 7:23:40,Resource11,General,7080,Internet
Group 1,task-22909,Resource07,T06 Determine necessity of stop advice,2011/5/2 7:23:53,Resource11,General,7080,Internet
Group 1,task-22912,Resource01,T10 Determine necessity to stop indication,2011/5/12 13:26:57,Resource11,General,7080,Internet
EMPTY,task-40579,Resource04,Confirmation of receipt,2011/10/6 11:40:22,Resource04,General,9777,Internet
Group 4,task-41961,Resource04,T02 Check confirmation of receipt,2011/10/6 11:40:44,Resource04,General,9777,Internet
Group 3,task-41963,Resource04,T04 Determine confirmation of receipt,2011/10/6 11:41:04,Resource04,General,9777,Internet
Group 2,task-41964,Resource04,T05 Print and send confirmation of receipt,2011/10/6 11:41:20,Resource04,General,9777,Internet
Group 1,task-41962,Resource04,T06 Determine necessity of stop advice,2011/10/6 11:41:36,Resource04,General,9777,Internet
Group 1,task-41965,Resource04,T10 Determine necessity to stop indication,2011/10/6 11:41:56,Resource04,General,9777,Internet
EMPTY,task-36771,Resource09,Confirmation of receipt,2011/9/12 13:19:27,Resource09,General,9133,Internet
Group 4,task-38770,Resource09,T02 Check confirmation of receipt,2011/9/12 13:21:20,Resource09,General,9133,Internet
Group 3,task-38773,Resource09,T04 Determine confirmation of receipt,2011/9/12 13:21:43,Resource09,General,9133,Internet
Group 2,task-38774,admin1,T05 Print and send confirmation of receipt,2011/9/13 10:23:09,Resource09,General,9133,Internet
Group 1,task-38771,Resource09,T06 Determine necessity of stop advice,2011/10/4 13:00:14,Resource09,General,9133,Internet
Group 1,task-41585,Resource09,T10 Determine necessity to stop indication,2011/10/4 13:01:44,Resource09,General,9133,Internet
EMPTY,task-29864,admin2,Confirmation of receipt,2011/7/14 7:01:44,Resource18,General,8269,Internet
EMPTY,task-17179,Resource01,Confirmation of receipt,2011/3/24 12:42:15,Resource11,General,6610,Internet
Group 4,task-17608,Resource01,T02 Check confirmation of receipt,2011/3/24 12:42:28,Resource11,General,6610,Internet
Group 3,task-17610,Resource01,T04 Determine confirmation of receipt,2011/3/24 12:42:42,Resource11,General,6610,Internet
Group 2,task-17611,Resource01,T05 Print and send confirmation of receipt,2011/3/24 12:42:54,Resource11,General,6610,Internet
Group 1,task-17609,Resource01,T06 Determine necessity of stop advice,2011/4/14 9:42:31,Resource11,General,6610,Internet
Group 1,task-20490,Resource01,T10 Determine necessity to stop indication,2011/4/14 9:42:49,Resource11,General,6610,Internet
EMPTY,task-38488,Resource14,Confirmation of receipt,2011/10/20 9:45:07,Resource14,General,9438,Internet
Group 4,task-43965,Resource14,T02 Check confirmation of receipt,2011/10/20 9:45:30,Resource14,General,9438,Internet
Group 3,task-43967,Resource14,T04 Determine confirmation of receipt,2011/10/20 9:45:53,Resource14,General,9438,Internet
Group 2,task-43968,Resource14,T05 Print and send confirmation of receipt,2011/10/20 9:46:11,Resource14,General,9438,Internet
Group 1,task-43966,Resource14,T06 Determine necessity of stop advice,2011/10/20 9:46:38,Resource14,General,9438,Internet
Group 1,task-43970,Resource14,T10 Determine necessity to stop indication,2011/10/20 9:47:00,Resource14,General,9438,Internet
Group 1,task-6920,Resource18,Confirmation of receipt,2011/1/6 12:10:53,Resource18,General,5153,Post
EMPTY,task-7094,Resource18,T02 Check confirmation of receipt,2011/1/11 10:21:23,Resource18,General,5153,Post
Group 3,task-7629,Resource10,T04 Determine confirmation of receipt,2011/1/11 10:58:06,Resource18,General,5153,Post
Group 2,task-7661,admin1,T05 Print and send confirmation of receipt,2011/1/11 13:05:19,Resource18,General,5153,Post
Group 1,task-7095,Resource18,T06 Determine necessity of stop advice,2011/1/11 13:35:26,Resource18,General,5153,Post
Group 1,task-7743,Resource18,T10 Determine necessity to stop indication,2011/1/11 13:35:50,Resource18,General,5153,Post
EMPTY,task-48825,Resource09,Confirmation of receipt,2011/12/8 13:15:29,Resource09,General,10564,Internet
Group 4,task-49478,Resource09,T02 Check confirmation of receipt,2011/12/8 13:16:06,Resource09,General,10564,Internet
Group 3,task-49480,Resource09,T04 Determine confirmation of receipt,2011/12/8 13:16:43,Resource09,General,10564,Internet
Group 2,task-49481,Resource09,T05 Print and send confirmation of receipt,2011/12/8 13:17:08,Resource09,General,10564,Internet
Group 1,task-49479,Resource09,T06 Determine necessity of stop advice,2011/12/8 13:17:40,Resource09,General,10564,Internet
Group 1,task-49482,Resource09,T10 Determine necessity to stop indication,2011/12/8 13:40:56,Resource09,General,10564,Internet
Group 1,task-25969,Resource01,Confirmation of receipt,2011/5/26 12:28:31,Resource11,General,7665,Internet
Group 4,task-26518,Resource01,T02 Check confirmation of receipt,2011/5/26 12:28:46,Resource11,General,7665,Internet
Group 1,task-26519,Resource01,T06 Determine necessity of stop advice,2011/5/26 12:29:00,Resource11,General,7665,Internet
Group 3,task-26520,Resource01,T04 Determine confirmation of receipt,2011/5/26 12:29:15,Resource11,General,7665,Internet
Group 2,task-26522,Resource01,T05 Print and send confirmation of receipt,2011/5/26 12:29:48,Resource11,General,7665,Internet
Group 1,task-26521,Resource01,T10 Determine necessity to stop indication,2011/5/26 12:30:07,Resource11,General,7665,Internet
EMPTY,task-49018,Resource04,Confirmation of receipt,2011/12/9 15:37:36,Resource04,General,10688,Internet
Group 4,task-49622,Resource04,T02 Check confirmation of receipt,2011/12/9 15:37:57,Resource04,General,10688,Internet
Group 3,task-49624,Resource04,T04 Determine confirmation of receipt,2011/12/9 15:38:15,Resource04,General,10688,Internet
Group 2,task-49625,Resource04,T05 Print and send confirmation of receipt,2011/12/9 15:38:32,Resource04,General,10688,Internet
Group 1,task-49623,Resource04,T06 Determine necessity of stop advice,2011/12/22 10:10:40,Resource04,General,10688,Internet
Group 1,task-50601,Resource04,T10 Determine necessity to stop indication,2011/12/22 10:11:39,Resource04,General,10688,Internet
EMPTY,task-8962,Resource01,Confirmation of receipt,2011/1/27 13:34:17,Resource07,General,5406,Desk
Group 4,task-9891,Resource01,T02 Check confirmation of receipt,2011/1/27 13:34:41,Resource07,General,5406,Desk
Group 1,task-9892,Resource01,T06 Determine necessity of stop advice,2011/1/27 13:44:42,Resource07,General,5406,Desk
