group,instance,resource,activity,timestamp,responsible,department,case,channel
Group 4,task-14161,Resource07,T02 Check confirmation of receipt,2011/2/25 7:30:33,Resource07,General,6069,Internet
Group 3,task-14163,Resource07,T04 Determine confirmation of receipt,2011/2/25 7:30:46,Resource07,General,6069,Internet
Group 2,task-14164,Resource07,T05 Print and send confirmation of receipt,2011/2/25 7:30:57,Resource07,General,6069,Internet
Group 1,task-14162,Resource07,T06 Determine necessity of stop advice,2011/2/25 7:31:20,Resource07,General,6069,Internet
Group 1,task-14165,Resource07,T10 Determine necessity to stop indication,2011/2/25 8:06:13,Resource07,General,6069,Internet
EMPTY,task-20635,Resource17,Confirmation of receipt,2011/4/21 13:55:08,Resource17,General,7000,Desk
EMPTY,task-21964,Resource17,T02 Check confirmation of receipt,2011/4/21 16:31:56,Resource17,General,7000,Desk
EMPTY,task-21975,Resource17,T04 Determine confirmation of receipt,2011/4/21 16:32:29,Resource17,General,7000,Desk
Group 2,task-21976,Resource17,T05 Print and send confirmation of receipt,2011/4/21 16:32:39,Resource17,General,7000,Desk
Group 1,task-21965,Resource17,T06 Determine necessity of stop advice,2011/4/21 16:32:48,Resource17,General,7000,Desk
Group 1,task-21977,Resource17,T10 Determine necessity to stop indication,2011/4/21 16:33:01,Resource17,General,7000,Desk
Group 1,task-464,Resource11,Confirmation of receipt,2010/11/3 7:28:14,Resource07,General,4059,e-mail
Group 1,task-767,Resource11,T06 Determine necessity of stop advice,2010/11/3 7:29:04,Resource07,General,4059,e-mail
Group 1,task-768,Resource11,T10 Determine necessity to stop indication,2010/11/3 7:29:32,Resource07,General,4059,e-mail
EMPTY,task-766,Resource19,T02 Check confirmation of receipt,2010/11/4 9:26:39,Resource07,General,4059,e-mail
Group 3,task-852,Resource10,T04 Determine confirmation of receipt,2010/11/11 13:57:38,Resource07,General,4059,e-mail
Group 2,task-1404,admin1,T05 Print and send confirmation of receipt,2010/11/16 9:07:04,Resource07,General,4059,e-mail
Group 1,task-364,Resource11,Confirmation of receipt,2010/11/1 11:46:25,Resource07,General,4020,Post
Group 1,task-643,Resource11,T06 Determine necessity of stop advice,2010/11/1 11:46:56,Resource07,General,4020,Post
Group 1,task-644,Resource11,T10 Determine necessity to stop indication,2010/11/1 11:47:52,Resource07,General,4020,Post
EMPTY,task-642,Resource19,T02 Check confirmation of receipt,2010/11/4 9:29:41,Resource07,General,4020,Post
EMPTY,task-853,Resource19,T04 Determine confirmation of receipt,2010/11/9 10:20:01,Resource07,General,4020,Post
Group 2,task-1258,Resource20,T05 Print and send confirmation of receipt,2010/11/11 11:53:21,Resource07,General,4020,Post
EMPTY,task-2502,Resource07,Confirmation of receipt,2010/12/14 9:02:42,Resource07,General,4592,Internet
Group 1,task-4069,Resource07,T06 Determine necessity of stop advice,2010/12/14 9:03:43,Resource07,General,4592,Internet
Group 1,task-4071,Resource07,T10 Determine necessity to stop indication,2010/12/14 9:04:53,Resource07,General,4592,Internet
Group 1,task-4075,Resource07,T16 Report reasons to hold request,2010/12/14 9:08:02,Resource07,General,4592,Internet
Group 4,task-4078,Resource07,T17 Check report Y to stop indication,2010/12/14 9:09:31,Resource07,General,4592,Internet
Group 3,task-4079,Resource07,T19 Determine report Y to stop indication,2010/12/14 9:09:45,Resource07,General,4592,Internet
Group 2,task-4081,Resource07,T20 Print report Y to stop indication,2010/12/14 9:10:06,Resource07,General,4592,Internet
EMPTY,task-4068,Resource19,T02 Check confirmation of receipt,2010/12/16 8:01:32,Resource07,General,4592,Internet
Group 1,task-4618,Resource07,T03 Adjust confirmation of receipt,2010/12/16 9:46:30,Resource07,General,4592,Internet
Group 4,task-4651,Resource07,T02 Check confirmation of receipt,2010/12/16 9:47:07,Resource07,General,4592,Internet
Group 3,task-4652,Resource07,T04 Determine confirmation of receipt,2010/12/16 9:47:47,Resource07,General,4592,Internet
Group 2,task-4653,Resource07,T05 Print and send confirmation of receipt,2010/12/16 9:48:21,Resource07,General,4592,Internet
EMPTY,task-9730,Resource07,Confirmation of receipt,2011/1/31 15:36:17,Resource01,General,5532,Desk
Group 4,task-10335,Resource10,T02 Check confirmation of receipt,2011/2/1 7:02:16,Resource01,General,5532,Desk
Group 3,task-10359,Resource10,T04 Determine confirmation of receipt,2011/2/1 7:02:35,Resource01,General,5532,Desk
Group 1,task-10336,Resource01,T06 Determine necessity of stop advice,2011/2/2 9:04:10,Resource01,General,5532,Desk
Group 1,task-10602,Resource01,T10 Determine necessity to stop indication,2011/2/2 9:05:33,Resource01,General,5532,Desk
Group 2,task-10360,admin1,T05 Print and send confirmation of receipt,2011/2/2 13:36:54,Resource01,General,5532,Desk
EMPTY,task-34196,Resource02,Confirmation of receipt,2011/8/8 12:38:14,Resource02,General,8863,Internet
Group 4,task-35677,Resource02,T02 Check confirmation of receipt,2011/8/8 12:39:00,Resource02,General,8863,Internet
Group 3,task-35679,Resource02,T04 Determine confirmation of receipt,2011/8/8 12:39:22,Resource02,General,8863,Internet
Group 2,task-35680,Resource02,T05 Print and send confirmation of receipt,2011/8/8 12:39:55,Resource02,General,8863,Internet
Group 1,task-35678,Resource02,T06 Determine necessity of stop advice,2011/8/8 12:40:19,Resource02,General,8863,Internet
Group 1,task-35681,Resource02,T10 Determine necessity to stop indication,2011/8/8 12:42:56,Resource02,General,8863,Internet
EMPTY,task-23209,Resource14,Confirmation of receipt,2011/5/19 9:45:57,Resource14,General,7322,Internet
Group 4,task-25674,Resource14,T02 Check confirmation of receipt,2011/5/19 9:46:51,Resource14,General,7322,Internet
Group 3,task-25677,Resource14,T04 Determine confirmation of receipt,2011/5/19 9:47:06,Resource14,General,7322,Internet
Group 2,task-25678,Resource14,T05 Print and send confirmation of receipt,2011/5/19 9:47:26,Resource14,General,7322,Internet
Group 1,task-25675,Resource14,T06 Determine necessity of stop advice,2011/6/7 11:58:45,Resource14,General,7322,Internet
Group 1,task-28149,Resource14,T10 Determine necessity to stop indication,2011/6/7 11:59:08,Resource14,General,7322,Internet
EMPTY,task-20810,Resource17,Confirmation of receipt,2011/5/30 11:39:35,Resource17,General,7053,Internet
Group 4,task-27123,Resource17,T02 Check confirmation of receipt,2011/5/30 11:39:51,Resource17,General,7053,Internet
Group 1,task-27124,Resource17,T06 Determine necessity of stop advice,2011/5/30 11:40:01,Resource17,General,7053,Internet
Group 1,task-27126,Resource17,T10 Determine necessity to stop indication,2011/5/30 11:40:16,Resource17,General,7053,Internet
Group 3,task-27125,Resource17,T04 Determine confirmation of receipt,2011/5/30 11:40:54,Resource17,General,7053,Internet
Group 2,task-27131,Resource17,T05 Print and send confirmation of receipt,2011/5/30 11:41:16,Resource17,General,7053,Internet
EMPTY,task-40555,Resource13,Confirmation of receipt,2011/9/30 12:30:01,Resource13,General,9767,Internet
EMPTY,task-41062,Resource13,T02 Check confirmation of receipt,2011/9/30 12:30:50,Resource13,General,9767,Internet
EMPTY,task-41064,Resource13,T04 Determine confirmation of receipt,2011/9/30 12:31:20,Resource13,General,9767,Internet
EMPTY,task-41065,Resource13,T05 Print and send confirmation of receipt,2011/9/30 12:31:52,Resource13,General,9767,Internet
Group 1,task-41063,Resource13,T06 Determine necessity of stop advice,2011/9/30 12:32:18,Resource13,General,9767,Internet
Group 1,task-41066,Resource13,T10 Determine necessity to stop indication,2011/9/30 12:32:39,Resource13,General,9767,Internet
EMPTY,task-38913,Resource02,Confirmation of receipt,2011/9/26 8:25:34,Resource02,General,9557,Internet
Group 4,task-40308,Resource02,T02 Check confirmation of receipt,2011/9/26 8:26:09,Resource02,General,9557,Internet
Group 3,task-40310,Resource02,T04 Determine confirmation of receipt,2011/9/26 8:26:28,Resource02,General,9557,Internet
Group 2,task-40311,Resource02,T05 Print and send confirmation of receipt,2011/9/26 8:26:46,Resource02,General,9557,Internet
Group 1,task-40309,Resource02,T06 Determine necessity of stop advice,2011/10/17 12:57:02,Resource02,General,9557,Internet
Group 1,task-43478,Resource02,T10 Determine necessity to stop indication,2011/10/17 12:57:33,Resource02,General,9557,Internet
Group 1,task-1426,Resource08,Confirmation of receipt,2010/11/23 11:58:40,Resource08,General,4317,Internet
Group 1,task-1891,Resource08,T06 Determine necessity of stop advice,2010/11/23 12:02:44,Resource08,General,4317,Internet
Group 1,task-1892,Resource08,T10 Determine necessity to stop indication,2010/11/23 12:03:09,Resource08,General,4317,Internet
EMPTY,task-1890,Resource24,T02 Check confirmation of receipt,2010/11/26 7:57:14,Resource08,General,4317,Internet
EMPTY,task-2102,Resource04,T04 Determine confirmation of receipt,2010/11/26 9:09:50,Resource08,General,4317,Internet
Group 2,task-2130,admin1,T05 Print and send confirmation of receipt,2010/11/30 9:02:41,Resource08,General,4317,Internet
EMPTY,task-51998,Resource05,Confirmation of receipt,2012/1/18 8:39:32,Resource05,General,11437,Internet
Group 4,task-53027,Resource05,T02 Check confirmation of receipt,2012/1/18 8:40:02,Resource05,General,11437,Internet
Group 3,task-53029,Resource05,T04 Determine confirmation of receipt,2012/1/18 8:40:33,Resource05,General,11437,Internet
Group 2,task-53030,Resource05,T05 Print and send confirmation of receipt,2012/1/18 8:40:59,Resource05,General,11437,Internet
Group 1,task-53028,Resource05,T06 Determine necessity of stop advice,2012/1/18 8:41:36,Resource05,General,11437,Internet
Group 1,task-53031,Resource05,T10 Determine necessity to stop indication,2012/1/18 8:42:22,Resource05,General,11437,Internet
Group 1,task-9732,Resource15,Confirmation of receipt,2011/1/28 14:01:56,Resource15,General,5534,Internet
Group 4,task-10067,Resource15,T02 Check confirmation of receipt,2011/1/28 14:02:42,Resource15,General,5534,Internet
Group 3,task-10069,Resource15,T04 Determine confirmation of receipt,2011/1/28 14:02:58,Resource15,General,5534,Internet
Group 2,task-10070,Resource15,T05 Print and send confirmation of receipt,2011/1/28 14:03:09,Resource15,General,5534,Internet
Group 1,task-10068,Resource15,T06 Determine necessity of stop advice,2011/2/2 9:00:17,Resource15,General,5534,Internet
Group 1,task-10597,Resource15,T10 Determine necessity to stop indication,2011/2/2 9:00:44,Resource15,General,5534,Internet
EMPTY,task-8779,Resource04,Confirmation of receipt,2011/1/25 7:28:31,Resource04,General,5372,Internet
Group 4,task-9399,Resource04,T02 Check confirmation of receipt,2011/1/25 7:28:50,Resource04,General,5372,Internet
Group 3,task-9401,Resource10,T04 Determine confirmation of receipt,2011/1/25 11:25:56,Resource04,General,5372,Internet
Group 2,task-9479,admin1,T05 Print and send confirmation of receipt,2011/2/2 12:34:52,Resource04,General,5372,Internet
Group 1,task-9400,Resource04,T06 Determine necessity of stop advice,2011/2/7 11:19:07,Resource04,General,5372,Internet
Group 1,task-11226,Resource04,T10 Determine necessity to stop indication,2011/2/7 11:19:21,Resource04,General,5372,Internet
EMPTY,task-45419,admin2,Confirmation of receipt,2011/11/17 14:25:46,Resource03,General,10291,Internet
EMPTY,task-5519,Resource17,Confirmation of receipt,2011/1/10 9:28:15,Resource17,General,4939,Internet
Group 1,task-7391,Resource17,T06 Determine necessity of stop advice,2011/1/10 9:28:29,Resource17,General,4939,Internet
Group 1,task-7392,Resource17,T10 Determine necessity to stop indication,2011/1/10 9:28:48,Resource17,General,4939,Internet
EMPTY,task-7390,Resource17,T02 Check confirmation of receipt,2011/1/10 9:29:23,Resource17,General,4939,Internet
Group 3,task-7394,Resource10,T04 Determine confirmation of receipt,2011/1/10 10:50:00,Resource17,General,4939,Internet
Group 2,task-7411,admin1,T05 Print and send confirmation of receipt,2011/1/11 12:27:46,Resource17,General,4939,Internet
Group 1,task-8886,Resource18,Confirmation of receipt,2011/1/20 12:57:00,Resource18,General,5381,Internet
Group 4,task-9084,Resource18,T02 Check confirmation of receipt,2011/1/20 12:59:55,Resource18,General,5381,Internet
Group 3,task-9086,Resource18,T04 Determine confirmation of receipt,2011/1/20 13:00:13,Resource18,General,5381,Internet
Group 2,task-9087,admin1,T05 Print and send confirmation of receipt,2011/1/24 11:00:28,Resource18,General,5381,Internet
Group 1,task-9085,Resource18,T06 Determine necessity of stop advice,2011/1/25 8:13:57,Resource18,General,5381,Internet
Group 1,task-9410,Resource18,T10 Determine necessity to stop indication,2011/1/25 8:14:16,Resource18,General,5381,Internet
EMPTY,task-1924,Resource08,Confirmation of receipt,2010/12/3 11:12:24,Resource08,General,4511,Internet
Group 4,task-2690,Resource08,T02 Check confirmation of receipt,2010/12/3 11:12:47,Resource08,General,4511,Internet
Group 1,task-2691,Resource08,T06 Determine necessity of stop advice,2010/12/3 11:13:11,Resource08,General,4511,Internet
Group 1,task-2693,Resource08,T10 Determine necessity to stop indication,2010/12/3 11:13:28,Resource08,General,4511,Internet
Group 3,task-2692,Resource10,T04 Determine confirmation of receipt,2010/12/3 11:22:49,Resource08,General,4511,Internet
Group 2,task-2703,admin1,T05 Print and send confirmation of receipt,2010/12/6 13:39:47,Resource08,General,4511,Internet
EMPTY,task-46874,Resource02,Confirmation of receipt,2011/12/1 13:44:05,Resource02,General,10489,Internet
Group 4,task-48806,Resource02,T02 Check confirmation of receipt,2011/12/1 13:44:34,Resource02,General,10489,Internet
Group 3,task-48808,Resource02,T04 Determine confirmation of receipt,2011/12/1 13:44:57,Resource02,General,10489,Internet
Group 2,task-48809,Resource02,T05 Print and send confirmation of receipt,2011/12/1 13:45:21,Resource02,General,10489,Internet
Group 1,task-48807,Resource02,T06 Determine necessity of stop advice,2011/12/1 13:47:15,Resource02,General,10489,Internet
Group 1,task-48810,Resource02,T10 Determine necessity to stop indication,2011/12/1 13:47:59,Resource02,General,10489,Internet
EMPTY,task-36952,Resource23,Confirmation of receipt,2011/9/9 9:20:28,Resource23,General,9172,Internet
EMPTY,task-38577,Resource23,T02 Check confirmation of receipt,2011/9/9 9:22:25,Resource23,General,9172,Internet
EMPTY,task-38579,Resource23,T04 Determine confirmation of receipt,2011/9/9 9:24:53,Resource23,General,9172,Internet
EMPTY,task-38580,Resource23,T05 Print and send confirmation of receipt,2011/9/9 9:25:29,Resource23,General,9172,Internet
Group 1,task-38578,Resource23,T06 Determine necessity of stop advice,2011/9/16 9:08:12,Resource23,General,9172,Internet
Group 1,task-39216,Resource23,T10 Determine necessity to stop indication,2011/9/16 9:08:47,Resource23,General,9172,Internet
EMPTY,task-6312,Resource02,Confirmation of receipt,2011/1/13 9:23:04,Resource02,General,5036,Internet
Group 4,task-8036,Resource02,T02 Check confirmation of receipt,2011/1/13 9:23:54,Resource02,General,5036,Internet
Group 1,task-8037,Resource02,T06 Determine necessity of stop advice,2011/1/13 9:56:44,Resource02,General,5036,Internet
Group 1,task-8058,Resource02,T10 Determine necessity to stop indication,2011/1/13 9:57:03,Resource02,General,5036,Internet
Group 3,task-8038,Resource10,T04 Determine confirmation of receipt,2011/1/13 10:06:14,Resource02,General,5036,Internet
Group 2,task-8069,admin1,T05 Print and send confirmation of receipt,2011/1/18 8:39:29,Resource02,General,5036,Internet
EMPTY,task-18681,Resource08,Confirmation of receipt,2011/4/7 13:50:13,Resource08,General,6785,Internet
EMPTY,task-19592,Resource08,T02 Check confirmation of receipt,2011/4/7 13:50:56,Resource08,General,6785,Internet
EMPTY,task-19594,Resource08,T04 Determine confirmation of receipt,2011/4/7 13:53:28,Resource08,General,6785,Internet
Group 1,task-19593,Resource08,T06 Determine necessity of stop advice,2011/4/7 13:54:10,Resource08,General,6785,Internet
Group 1,task-19597,Resource08,T10 Determine necessity to stop indication,2011/4/7 13:54:53,Resource08,General,6785,Internet
Group 2,task-19596,admin1,T05 Print and send confirmation of receipt,2011/4/8 9:40:44,Resource08,General,6785,Internet
EMPTY,task-15386,Resource04,Confirmation of receipt,2011/3/8 10:45:20,Resource04,General,6326,Internet
Group 4,task-15506,Resource04,T02 Check confirmation of receipt,2011/3/8 10:46:14,Resource04,General,6326,Internet
Group 3,task-15508,Resource04,T04 Determine confirmation of receipt,2011/3/8 10:46:25,Resource04,General,6326,Internet
Group 2,task-15509,Resource04,T05 Print and send confirmation of receipt,2011/3/8 10:46:43,Resource04,General,6326,Internet
Group 1,task-15507,Resource04,T06 Determine necessity of stop advice,2011/3/8 10:46:53,Resource04,General,6326,Internet
Group 1,task-15510,Resource04,T10 Determine necessity to stop indication,2011/3/8 10:47:06,Resource04,General,6326,Internet
EMPTY,task-43905,Resource03,Confirmation of receipt,2011/10/24 13:57:27,Resource11,General,10087,Internet
Group 4,task-44298,Resource03,T02 Check confirmation of receipt,2011/10/24 13:57:46,Resource11,General,10087,Internet
Group 3,task-44300,Resource03,T04 Determine confirmation of receipt,2011/10/24 13:58:02,Resource11,General,10087,Internet
Group 2,task-44301,Resource03,T05 Print and send confirmation of receipt,2011/10/24 13:58:19,Resource11,General,10087,Internet
Group 1,task-44299,Resource03,T06 Determine necessity of stop advice,2011/10/24 13:58:34,Resource11,General,10087,Internet
Group 1,task-44302,Resource03,T10 Determine necessity to stop indication,2011/10/24 13:58:55,Resource11,General,10087,Internet
EMPTY,task-49206,Resource23,Confirmation of receipt,2011/12/12 13:30:43,Resource23,General,10765,Internet
Group 4,task-49672,Resource23,T02 Check confirmation of receipt,2011/12/12 13:32:02,Resource23,General,10765,Internet
Group 3,task-49674,Resource23,T04 Determine confirmation of receipt,2011/12/12 13:32:41,Resource23,General,10765,Internet
Group 2,task-49675,Resource23,T05 Print and send confirmation of receipt,2011/12/12 13:33:38,Resource23,General,10765,Internet
EMPTY,task-16488,Resource01,Confirmation of receipt,2011/3/24 12:10:19,Resource11,General,6480,Internet
Group 4,task-17588,Resource01,T02 Check confirmation of receipt,2011/3/24 12:10:41,Resource11,General,6480,Internet
Group 3,task-17593,Resource01,T04 Determine confirmation of receipt,2011/3/24 12:11:00,Resource11,General,6480,Internet
Group 2,task-17594,Resource01,T05 Print and send confirmation of receipt,2011/3/24 12:11:12,Resource11,General,6480,Internet
Group 1,task-17589,Resource01,T06 Determine necessity of stop advice,2011/4/13 7:10:49,Resource11,General,6480,Internet
Group 1,task-20154,Resource01,T10 Determine necessity to stop indication,2011/4/13 12:13:34,Resource11,General,6480,Internet
EMPTY,task-20354,Resource02,Confirmation of receipt,2011/4/15 5:47:43,Resource02,General,6979,Internet
EMPTY,task-20588,Resource02,T02 Check confirmation of receipt,2011/4/15 5:48:24,Resource02,General,6979,Internet
Group 3,task-20590,Resource02,T04 Determine confirmation of receipt,2011/4/15 5:48:39,Resource02,General,6979,Internet
Group 2,task-20591,Resource02,T05 Print and send confirmation of receipt,2011/4/15 5:48:49,Resource02,General,6979,Internet
Group 1,task-20589,Resource02,T06 Determine necessity of stop advice,2011/4/15 6:38:48,Resource02,General,6979,Internet
Group 1,task-20592,Resource02,T10 Determine necessity to stop indication,2011/4/15 6:40:58,Resource02,General,6979,Internet
EMPTY,task-6723,Resource02,Confirmation of receipt,2011/1/14 14:36:33,Resource02,General,5120,Post
EMPTY,task-8444,Resource24,T02 Check confirmation of receipt,2011/1/17 11:38:13,Resource02,General,5120,Post
Group 3,task-8603,Resource10,T04 Determine confirmation of receipt,2011/1/19 13:54:45,Resource02,General,5120,Post
Group 2,task-8965,admin1,T05 Print and send confirmation of receipt,2011/1/24 10:20:09,Resource02,General,5120,Post
Group 1,task-8445,Resource02,T06 Determine necessity of stop advice,2011/1/25 15:55:55,Resource02,General,5120,Post
Group 1,task-9541,Resource02,T10 Determine necessity to stop indication,2011/1/25 15:56:13,Resource02,General,5120,Post
EMPTY,task-44626,Resource23,Confirmation of receipt,2011/11/7 7:53:42,Resource23,General,10196,Internet
Group 4,task-45499,Resource23,T02 Check confirmation of receipt,2011/11/7 7:59:28,Resource23,General,10196,Internet
Group 3,task-45501,Resource23,T04 Determine confirmation of receipt,2011/11/7 7:59:55,Resource23,General,10196,Internet
Group 2,task-45502,Resource23,T05 Print and send confirmation of receipt,2011/11/7 8:00:26,Resource23,General,10196,Internet
Group 1,task-45500,Resource23,T06 Determine necessity of stop advice,2011/11/7 8:03:53,Resource23,General,10196,Internet
Group 1,task-45503,Resource23,T10 Determine necessity to stop indication,2011/11/7 8:04:20,Resource23,General,10196,Internet
EMPTY,task-13346,Resource18,Confirmation of receipt,2011/2/24 14:48:16,Resource18,General,6116,Internet
Group 4,task-14122,Resource18,T02 Check confirmation of receipt,2011/2/24 14:48:35,Resource18,General,6116,Internet
Group 3,task-14124,Resource18,T04 Determine confirmation of receipt,2011/2/24 14:48:47,Resource18,General,6116,Internet
Group 2,task-14126,Resource18,T05 Print and send confirmation of receipt,2011/2/24 14:49:36,Resource18,General,6116,Internet
Group 1,task-14123,Resource18,T06 Determine necessity of stop advice,2011/2/24 14:56:47,Resource18,General,6116,Internet
Group 1,task-14129,Resource18,T10 Determine necessity to stop indication,2011/2/24 14:58:49,Resource18,General,6116,Internet
EMPTY,task-46236,admin2,Confirmation of receipt,2011/12/7 14:44:35,Resource35,General,10394,Internet
EMPTY,task-28720,Resource12,Confirmation of receipt,2011/7/21 9:06:02,Resource12,General,8105,Internet
Group 4,task-32983,Resource12,T02 Check confirmation of receipt,2011/7/21 9:19:36,Resource12,General,8105,Internet
Group 3,task-32988,Resource12,T04 Determine confirmation of receipt,2011/7/21 9:20:38,Resource12,General,8105,Internet
Group 2,task-32990,Resource12,T05 Print and send confirmation of receipt,2011/7/21 9:21:55,Resource12,General,8105,Internet
Group 1,task-32984,Resource12,T06 Determine necessity of stop advice,2011/7/21 9:22:40,Resource12,General,8105,Internet
Group 1,task-32992,Resource12,T10 Determine necessity to stop indication,2011/7/21 9:34:35,Resource12,General,8105,Internet
Group 1,task-26920,Resource14,Confirmation of receipt,2011/6/20 6:47:43,Resource14,General,7805,Internet
Group 4,task-29080,Resource14,T02 Check confirmation of receipt,2011/6/20 6:48:12,Resource14,General,7805,Internet
Group 3,task-29082,Resource14,T04 Determine confirmation of receipt,2011/6/20 6:48:31,Resource14,General,7805,Internet
Group 2,task-29083,Resource14,T05 Print and send confirmation of receipt,2011/6/20 6:48:50,Resource14,General,7805,Internet
Group 1,task-29081,Resource14,T06 Determine necessity of stop advice,2011/6/20 7:07:02,Resource14,General,7805,Internet
Group 1,task-29087,Resource14,T10 Determine necessity to stop indication,2011/6/20 7:07:26,Resource14,General,7805,Internet
EMPTY,task-45822,Resource03,Confirmation of receipt,2011/11/17 14:56:50,Resource11,General,10336,Internet
Group 4,task-47040,Resource03,T02 Check confirmation of receipt,2011/11/17 14:57:14,Resource11,General,10336,Internet
Group 3,task-47043,Resource03,T04 Determine confirmation of receipt,2011/11/17 14:57:53,Resource11,General,10336,Internet
Group 2,task-47044,Resource03,T05 Print and send confirmation of receipt,2011/11/17 14:58:15,Resource11,General,10336,Internet
Group 1,task-47041,Resource03,T06 Determine necessity of stop advice,2011/11/17 14:58:38,Resource11,General,10336,Internet
Group 1,task-47046,Resource03,T10 Determine necessity to stop indication,2011/11/17 14:59:46,Resource11,General,10336,Internet
EMPTY,task-2011,Resource07,Confirmation of receipt,2010/12/13 13:12:59,Resource07,General,4540,Internet
Group 1,task-3975,Resource07,T06 Determine necessity of stop advice,2010/12/13 13:13:33,Resource07,General,4540,Internet
Group 4,task-3974,Resource07,T02 Check confirmation of receipt,2010/12/13 13:14:07,Resource07,General,4540,Internet
Group 3,task-3977,Resource07,T04 Determine confirmation of receipt,2010/12/13 13:14:35,Resource07,General,4540,Internet
Group 2,task-3978,Resource07,T05 Print and send confirmation of receipt,2010/12/13 13:15:15,Resource07,General,4540,Internet
Group 1,task-3976,Resource07,T10 Determine necessity to stop indication,2010/12/13 15:38:03,Resource07,General,4540,Internet
EMPTY,task-28667,Resource16,Confirmation of receipt,2011/7/5 11:29:10,Resource11,General,8081,Internet
Group 4,task-31062,Resource16,T02 Check confirmation of receipt,2011/7/5 11:29:39,Resource11,General,8081,Internet
Group 3,task-31064,Resource16,T04 Determine confirmation of receipt,2011/7/5 11:30:02,Resource11,General,8081,Internet
Group 2,task-31065,Resource16,T05 Print and send confirmation of receipt,2011/7/5 11:30:40,Resource11,General,8081,Internet
Group 1,task-31063,Resource16,T06 Determine necessity of stop advice,2011/7/5 11:31:04,Resource11,General,8081,Internet
Group 1,task-31066,Resource16,T10 Determine necessity to stop indication,2011/7/5 11:31:29,Resource11,General,8081,Internet
EMPTY,task-22815,Resource02,Confirmation of receipt,2011/5/3 13:35:49,Resource02,General,7273,Internet
Group 4,task-23550,Resource02,T02 Check confirmation of receipt,2011/5/3 13:36:06,Resource02,General,7273,Internet
Group 1,task-23551,Resource02,T06 Determine necessity of stop advice,2011/5/3 13:38:52,Resource02,General,7273,Internet
Group 3,task-23552,Resource02,T04 Determine confirmation of receipt,2011/5/3 13:44:50,Resource02,General,7273,Internet
Group 2,task-23554,Resource02,T05 Print and send confirmation of receipt,2011/5/3 13:45:01,Resource02,General,7273,Internet
Group 1,task-23553,Resource02,T10 Determine necessity to stop indication,2011/5/4 6:33:53,Resource02,General,7273,Internet
EMPTY,task-5251,Resource07,Confirmation of receipt,2010/12/23 15:54:48,Resource11,General,4891,Internet
EMPTY,task-5553,Resource19,T02 Check confirmation of receipt,2010/12/24 10:36:43,Resource11,General,4891,Internet
Group 3,task-5628,Resource10,T04 Determine confirmation of receipt,2010/12/24 11:01:13,Resource11,General,4891,Internet
Group 2,task-5637,Resource11,T05 Print and send confirmation of receipt,2010/12/28 7:01:38,Resource11,General,4891,Internet
Group 1,task-5554,Resource11,T06 Determine necessity of stop advice,2010/12/29 9:23:42,Resource11,General,4891,Internet
Group 1,task-6149,Resource11,T10 Determine necessity to stop indication,2010/12/29 9:24:01,Resource11,General,4891,Internet
EMPTY,task-1987,Resource09,Confirmation of receipt,2010/12/8 9:36:47,Resource09,General,4539,Internet
Group 1,task-3243,Resource09,T06 Determine necessity of stop advice,2010/12/8 9:37:27,Resource09,General,4539,Internet
Group 13,task-3245,Resource09,T07-1 Draft intern advice aspect 1,2010/12/8 9:37:47,Resource09,General,4539,Internet
Group 1,task-3244,Resource09,T08 Draft and send request for advice,2010/12/8 9:38:16,Resource09,General,4539,Internet
Group 1,task-3246,Resource09,T09-1 Process or receive external advice from party 1,2010/12/8 9:38:33,Resource09,General,4539,Internet
Group 1,task-3247,Resource09,T06 Determine necessity of stop advice,2010/12/8 9:38:57,Resource09,General,4539,Internet
Group 1,task-3248,Resource09,T10 Determine necessity to stop indication,2010/12/8 9:39:23,Resource09,General,4539,Internet
EMPTY,task-3242,Resource09,T02 Check confirmation of receipt,2010/12/20 13:21:51,Resource09,General,4539,Internet
Group 3,task-5153,Resource09,T04 Determine confirmation of receipt,2010/12/20 13:22:44,Resource09,General,4539,Internet
Group 2,task-5156,Resource09,T05 Print and send confirmation of receipt,2010/12/20 13:23:42,Resource09,General,4539,Internet
EMPTY,task-49022,Resource16,Confirmation of receipt,2011/12/7 10:27:28,Resource11,General,10735,Internet
Group 4,task-49311,Resource16,T02 Check confirmation of receipt,2011/12/7 10:28:00,Resource11,General,10735,Internet
Group 3,task-49313,Resource16,T04 Determine confirmation of receipt,2011/12/7 10:28:27,Resource11,General,10735,Internet
Group 2,task-49314,Resource16,T05 Print and send confirmation of receipt,2011/12/7 10:29:01,Resource11,General,10735,Internet
Group 1,task-49312,Resource16,T06 Determine necessity of stop advice,2011/12/7 10:29:25,Resource11,General,10735,Internet
Group 1,task-49315,Resource16,T10 Determine necessity to stop indication,2011/12/7 10:30:01,Resource11,General,10735,Internet
EMPTY,task-2599,Resource08,Confirmation of receipt,2010/12/3 12:48:02,Resource08,General,4619,Internet
Group 4,task-2722,Resource08,T02 Check confirmation of receipt,2010/12/3 12:48:16,Resource08,General,4619,Internet
Group 3,task-2724,Resource10,T04 Determine confirmation of receipt,2010/12/3 13:50:02,Resource08,General,4619,Internet
Group 2,task-2752,admin1,T05 Print and send confirmation of receipt,2010/12/6 13:40:49,Resource08,General,4619,Internet
Group 1,task-2723,Resource08,T06 Determine necessity of stop advice,2010/12/13 9:37:38,Resource08,General,4619,Internet
